Date,SSE50,CSI300,CSI500
2014/8/15,1612,2360.64,4423.64
2014/8/18,1613.13,2374.56,4483.54
2014/8/19,1609.09,2374.77,4496.94
2014/8/20,1600.34,2366.14,4497.4
2014/8/21,1587.03,2354.24,4495.44
2014/8/22,1594.18,2365.36,4521.75
2014/8/25,1577.43,2342.86,4487.14
2014/8/26,1573.39,2324.09,4407.59
2014/8/27,1572.79,2327.6,4421.21
2014/8/28,1563.89,2311.28,4381.49
2014/8/29,1581.28,2338.29,4427.88
2014/9/1,1586.02,2355.32,4507.44
2014/9/2,1607.5,2386.46,4576.12
2014/9/3,1624.03,2408.84,4608.56
2014/9/4,1637.29,2426.22,4647.89
2014/9/5,1656.24,2449.26,4666.47
2014/9/9,1645.11,2445.22,4701.7
2014/9/10,1629.99,2432.43,4709.91
2014/9/11,1622.82,2423.45,4704.94
2014/9/12,1630.2,2438.36,4756.95
2014/9/15,1624.07,2437.19,4807.56
2014/9/16,1600.92,2388.77,4645.55
2014/9/17,1604.92,2401.33,4686.05
2014/9/18,1609.87,2408.66,4719.01
2014/9/19,1619.58,2425.21,4758.73
2014/9/22,1583.89,2378.92,4694.23
2014/9/23,1595.64,2399.46,4754.47
2014/9/24,1625.73,2441.86,4815.71
2014/9/25,1618.52,2436.97,4814.74
2014/9/26,1616.09,2437.2,4829.94
2014/9/29,1621.82,2447.8,4877.44
2014/9/30,1619.7,2450.99,4916.12
2014/10/8,1633.57,2478.38,4993.53
2014/10/9,1634.04,2481.96,5004
2014/10/10,1621.71,2466.79,4981.85
2014/10/13,1605.99,2454.95,4982.68
2014/10/14,1600.3,2446.56,4966.08
2014/10/15,1612.77,2463.87,4987.71
2014/10/16,1608.74,2444.4,4906.24
2014/10/17,1608.52,2441.73,4860.73
2014/10/20,1612.4,2454.71,4929.16
2014/10/21,1600.84,2433.39,4884.02
2014/10/22,1597.13,2418.64,4825.61
2014/10/23,1586.56,2395.94,4755.23
2014/10/24,1583.42,2390.71,4774.67
2014/10/27,1559.91,2368.83,4809.52
2014/10/28,1585.74,2416.65,4924.96
2014/10/29,1608.4,2451.38,4991.76
2014/10/30,1619.1,2468.93,4992.63
2014/10/31,1657.29,2508.33,4986.42
2014/11/3,1651.05,2512.55,5028.7
2014/11/4,1645.62,2513.17,5003.47
2014/11/5,1637.63,2503.45,4995.44
2014/11/6,1635.96,2506.07,5024.85
2014/11/7,1640.32,2502.15,4977.26
2014/11/10,1689.02,2565.73,5031
2014/11/11,1710.88,2558.61,4881.48
2014/11/12,1731.02,2594.32,4965.38
2014/11/13,1726.34,2579.75,4921.67
2014/11/14,1728.81,2581.09,4909.61
2014/11/17,1708.1,2567.1,4958.47
2014/11/18,1679.42,2541.42,4967.65
2014/11/19,1671.65,2537.22,4985.1
2014/11/20,1676.6,2537.1,4974.63
2014/11/21,1714.71,2583.46,5029.77
2014/11/24,1758.1,2649.26,5112.12
2014/11/25,1777.67,2685.56,5189
2014/11/26,1820.49,2723.02,5214.21
2014/11/27,1853,2754.49,5251.39
2014/11/28,1914.44,2808.82,5245.27
2014/12/1,1920.38,2819.81,5208.14
2014/12/2,2021.54,2923.94,5277.66
2014/12/3,2037.59,2967.55,5339.01
2014/12/4,2160.66,3104.35,5451.96
2014/12/5,2200.25,3124.89,5333.89
2014/12/8,2298.85,3252.88,5412.67
2014/12/9,2182.69,3106.91,5195.41
2014/12/10,2254.82,3221.55,5374.1
2014/12/11,2193.54,3183.01,5454.44
2014/12/12,2193.29,3193.23,5493.2
2014/12/15,2201.54,3217.23,5583.6
2014/12/16,2299.28,3303.4,5606.69
2014/12/17,2383.95,3360.6,5557.29
2014/12/18,2364.04,3345.93,5558.05
2014/12/19,2390.28,3383.17,5524.12
2014/12/22,2426.68,3394.48,5305.21
2014/12/23,2374.95,3324.92,5193.72
2014/12/24,2270.88,3230.39,5262.37
2014/12/25,2359.66,3335.42,5364.56
2014/12/26,2464.82,3445.84,5422.75
2014/12/29,2481.66,3455.46,5367.64
2014/12/30,2523.63,3457.55,5275.09
2014/12/31,2581.57,3533.71,5322.71
2015/1/5,2649.64,3641.54,5417.02
2015/1/6,2629.4,3641.06,5479.86
2015/1/7,2635.23,3643.79,5488.24
2015/1/8,2558.11,3559.26,5444.04
2015/1/9,2569.02,3546.72,5409.06
2015/1/12,2543.85,3513.58,5332.22
2015/1/13,2527.83,3514.04,5405.09
2015/1/14,2534.23,3502.42,5379.74
2015/1/15,2632.89,3604.12,5449.04
2015/1/16,2653.03,3635.15,5520.12
2015/1/19,2410.2,3355.16,5281.9
2015/1/20,2403.72,3396.22,5472.51
2015/1/21,2542.32,3548.89,5611.69
2015/1/22,2544.31,3567.61,5690.16
2015/1/23,2564.51,3571.73,5633.29
2015/1/26,2562.36,3607.99,5758.98
2015/1/27,2522.1,3574.93,5773.82
2015/1/28,2486.29,3525.32,5739.92
2015/1/29,2442.04,3481.8,5701.21
2015/1/30,2405.38,3434.39,5632.73
2015/2/2,2332.53,3353.96,5609.39
2015/2/3,2405.76,3437.45,5707.48
2015/2/4,2372.46,3401.77,5683.52
2015/2/5,2348.92,3366.95,5654.22
2015/2/6,2325.24,3312.42,5534.79
2015/2/9,2366.77,3345.92,5504.97
2015/2/10,2403.55,3406.94,5580.7
2015/2/11,2415.13,3434.12,5641.79
2015/2/12,2416.45,3442.87,5681.34
2015/2/13,2427.47,3469.83,5769.27
2015/2/16,2431.21,3499.48,5869.71
2015/2/17,2445.26,3522.32,5911.1
2015/2/25,2407.46,3478.73,5906.54
2015/2/26,2478.06,3566.3,5969.56
2015/2/27,2474.6,3572.84,6018.46
2015/3/2,2479.24,3601.27,6139.79
2015/3/3,2396.81,3507.9,6118.66
2015/3/4,2397.99,3530.82,6210.42
2015/3/5,2366.9,3496.34,6208.99
2015/3/6,2371.62,3478.52,6133.03
2015/3/9,2429.87,3537.75,6212.24
2015/3/10,2395.43,3520.61,6276.49
2015/3/11,2408.5,3524.65,6262.89
2015/3/12,2485.11,3592.84,6260.14
2015/3/13,2495.28,3617.66,6329.58
2015/3/16,2550.86,3705.67,6516.77
2015/3/17,2583.2,3757.12,6618.05
2015/3/18,2649.64,3846.06,6728.07
2015/3/19,2630.24,3839.74,6782.46
2015/3/20,2680.68,3892.57,6850.9
2015/3/23,2720.67,3972.06,7017.15
2015/3/24,2683.65,3973.05,7046.12
2015/3/25,2649.16,3940.41,7124.87
2015/3/26,2687.76,3950,7074.44
2015/3/27,2689.24,3971.7,7155.95
2015/3/30,2784.46,4088.18,7245.5
2015/3/31,2754.66,4051.2,7253.1
2015/4/1,2799.45,4123.9,7425.73
2015/4/2,2781.64,4124.78,7560.65
2015/4/3,2817.18,4170.54,7679.01
2015/4/7,2889.45,4260.04,7863.28
2015/4/8,2952.08,4295.8,7808
2015/4/9,2931.77,4262.14,7746.15
2015/4/10,2986.61,4344.42,7952.19
2015/4/13,3041.13,4421.07,8122.89
2015/4/14,3052.41,4438.18,8119.96
2015/4/15,3053.3,4380.51,7802.75
2015/4/16,3183.3,4513.55,7912.09
2015/4/17,3235.33,4596.14,7980.76
2015/4/20,3164.46,4521.92,7839.9
2015/4/21,3214.36,4619.16,8112.69
2015/4/22,3299.22,4739.81,8323.43
2015/4/23,3273.4,4740.89,8410.7
2015/4/24,3223.96,4702.64,8419.1
2015/4/27,3308.45,4807.59,8513.02
2015/4/28,3282.33,4741.86,8266.48
2015/4/29,3283.28,4774.33,8428.25
2015/4/30,3250.49,4749.89,8469.67
2015/5/4,3272.01,4787.74,8510.48
2015/5/5,3148.81,4596.84,8199.34
2015/5/6,3139.02,4553.33,8083
2015/5/7,3094.88,4470.09,7903.48
2015/5/8,3110.46,4558.4,8201.29
2015/5/11,3169.13,4690.53,8558.22
2015/5/12,3188.31,4747.42,8745.68
2015/5/13,3141.3,4718.44,8824.93
2015/5/14,3128.57,4700.78,8813.39
2015/5/15,3060.41,4617.47,8742.89
2015/5/18,2998.39,4575.14,8903.6
2015/5/19,3116.09,4731.22,9124.83
2015/5/20,3122.85,4754.92,9277.33
2015/5/21,3150.9,4840.98,9619.22
2015/5/22,3248.86,4951.34,9778.17
2015/5/25,3349.95,5099.5,10040.09
2015/5/26,3386.59,5198.92,10373.58
2015/5/27,3344.74,5181.43,10497.34
2015/5/28,3124.62,4834.01,9868.42
2015/5/29,3111.33,4840.83,9966.85
2015/6/1,3244.32,5076.18,10488.31
2015/6/2,3258.31,5161.87,10886.4
2015/6/3,3238.43,5143.59,10979.99
2015/6/4,3299.03,5181.42,10965.41
2015/6/5,3303.99,5230.55,11144.52
2015/6/8,3458.71,5353.75,11030.92
2015/6/9,3414,5317.46,11013.74
2015/6/10,3370.38,5309.11,11208.06
2015/6/11,3347.12,5306.59,11366.29
2015/6/12,3350.25,5335.12,11545.89
2015/6/15,3262.48,5221.17,11332.89
2015/6/16,3179.65,5064.82,10879.84
2015/6/17,3211.71,5138.83,11100.55
2015/6/18,3068.49,4930.55,10731.38
2015/6/19,2903.06,4637.05,9987.41
2015/6/23,3003.16,4786.09,10046.88
2015/6/24,3045.24,4880.13,10267.63
2015/6/25,2943.99,4706.52,9906.1
2015/6/26,2736.7,4336.19,9078.06
2015/6/29,2678.37,4191.55,8484.64
2015/6/30,2870.03,4473,8906.02
2015/7/1,2736.85,4253.02,8411.91
2015/7/2,2714.25,4108,7835.1
2015/7/3,2582.27,3885.92,7355.49
2015/7/6,2750,3998.54,7236
2015/7/7,2812.45,3928,6763.53
2015/7/8,2608.98,3663.04,6602.37
2015/7/9,2781.08,3897.63,6896.35
2015/7/10,2898.41,4106.56,7244.78
2015/7/13,2869.05,4211.81,7695.64
2015/7/14,2763.07,4112.15,7859.06
2015/7/15,2757.95,3966.76,7405.29
2015/7/16,2742.85,3997.36,7578.76
2015/7/17,2807.06,4151.5,7994.7
2015/7/20,2783.76,4160.61,8116.5
2015/7/21,2772.77,4166.01,8220.46
2015/7/22,2739.79,4157.16,8320.24
2015/7/23,2790.76,4250.81,8551.99
2015/7/24,2741.04,4176.28,8425.07
2015/7/27,2493.29,3818.73,7794.18
2015/7/28,2485.67,3811.09,7649.82
2015/7/29,2531.44,3930.38,8022.8
2015/7/30,2467.37,3815.41,7800.58
2015/7/31,2461.24,3816.7,7727.06
2015/8/3,2479.72,3829.24,7540.21
2015/8/4,2534.71,3948.16,7942.1
2015/8/5,2487.06,3866.9,7839.34
2015/8/6,2467.52,3831.85,7792.03
2015/8/7,2503.8,3906.94,8013.32
2015/8/10,2617.66,4084.36,8394.09
2015/8/11,2590.71,4066.67,8435.33
2015/8/12,2561.13,4016.13,8336.34
2015/8/13,2580.78,4075.46,8534.43
2015/8/14,2577.04,4073.54,8625.24
2015/8/17,2550.47,4077.87,8820.46
2015/8/18,2407.97,3825.41,8161.27
2015/8/19,2430.28,3886.14,8340.98
2015/8/20,2356.92,3761.45,8049.51
2015/8/21,2271.36,3589.54,7612.9
2015/8/24,2058.25,3275.53,7006.19
2015/8/25,1914.05,3042.93,6481.41
2015/8/26,1942.45,3025.69,6238.53
2015/8/27,2094.72,3205.64,6456.05
2015/8/28,2159.96,3342.29,6842.89
2015/8/31,2210.45,3366.54,6581.31
2015/9/1,2230.32,3362.08,6169.21
2015/9/2,2243.63,3365.83,6122.55
2015/9/7,2133.98,3250.49,6143.56
2015/9/8,2180.13,3334.02,6374.86
2015/9/9,2211.2,3399.31,6551.01
2015/9/10,2208.48,3357.56,6440.31
2015/9/11,2195.39,3347.19,6493.32
2015/9/14,2228.15,3281.13,6049.79
2015/9/15,2175.17,3152.23,5708.03
2015/9/16,2241.95,3309.25,6084.84
2015/9/17,2194.82,3237,5965.41
2015/9/18,2198.99,3251.27,6036.88
2015/9/21,2214.45,3308.25,6250.44
2015/9/22,2237.31,3339.03,6295.93
2015/9/23,2178.55,3263.03,6224.6
2015/9/24,2188.09,3285,6315.11
2015/9/25,2183.4,3231.95,6108.38
2015/9/28,2169.94,3242.75,6219.69
2015/9/29,2127.2,3178.85,6103.61
2015/9/30,2146.12,3202.95,6123.73
2015/10/8,2191.34,3296.48,6372.49
2015/10/9,2219.29,3340.12,6470.05
2015/10/12,2283.43,3447.69,6718.72
2015/10/13,2270.95,3445.04,6802.08
2015/10/14,2253.91,3406.11,6724.5
2015/10/15,2297.9,3486.82,6929.24
2015/10/16,2323.78,3534.07,7047.56
2015/10/19,2318.47,3534.18,7047.37
2015/10/20,2337.08,3577.7,7162.08
2015/10/21,2340.36,3473.25,6712.74
2015/10/22,2331.79,3524.53,6964.3
2015/10/23,2343.96,3571.24,7138.23
2015/10/26,2350.02,3589.26,7186.75
2015/10/27,2349.9,3592.88,7231.44
2015/10/28,2310.7,3524.92,7048.9
2015/10/29,2307.35,3533.31,7108.97
2015/10/30,2312.97,3534.08,7084.97
2015/11/2,2280.09,3475.96,6936.43
2015/11/3,2271.65,3465.49,6920.1
2015/11/4,2370.5,3628.54,7267.99
2015/11/5,2440.65,3705.97,7276.45
2015/11/6,2493.48,3793.37,7446.85
2015/11/9,2534.08,3840.35,7543.8
2015/11/10,2522.68,3833.24,7575.01
2015/11/11,2505.83,3833.65,7684.67
2015/11/12,2476.43,3795.32,7682.45
2015/11/13,2447.77,3746.24,7567.11
2015/11/16,2447.29,3764.13,7718.85
2015/11/17,2453.26,3758.39,7650.38
2015/11/18,2439.45,3715.58,7526.94
2015/11/19,2468.49,3774.97,7718.62
2015/11/20,2466.76,3774.38,7806.27
2015/11/23,2456.84,3753.34,7744.18
2015/11/24,2447.9,3753.89,7798.5
2015/11/25,2459.56,3781.61,7922.38
2015/11/26,2450.96,3759.43,7874.08
2015/11/27,2334.44,3556.99,7376.12
2015/11/30,2336.29,3566.41,7408.4
2015/12/1,2344.83,3591.7,7443.95
2015/12/2,2458.41,3721.95,7405.86
2015/12/3,2461.45,3749.3,7570.51
2015/12/4,2397.56,3677.59,7511.67
2015/12/7,2395.58,3687.61,7602.23
2015/12/8,2364.34,3623.02,7404.14
2015/12/9,2369.74,3635.94,7374.27
2015/12/10,2357.21,3623.08,7350.21
2015/12/11,2342.45,3608.06,7290.7
2015/12/14,2414.92,3711.32,7441.03
2015/12/15,2383.83,3694.39,7498.18
2015/12/16,2376.54,3685.44,7529.4
2015/12/17,2408.32,3755.89,7716.25
2015/12/18,2422.83,3767.91,7699.37
2015/12/21,2500.06,3865.97,7788.56
2015/12/22,2496.05,3876.73,7856.61
2015/12/23,2503.06,3866.38,7773.28
2015/12/24,2481.75,3829.4,7753.04
2015/12/25,2492.34,3838.2,7792.12
2015/12/28,2411.41,3727.63,7603.36
2015/12/29,2432.88,3761.87,7674.39
2015/12/30,2432.77,3765.18,7741.05
2015/12/31,2420.8,3731,7617.69
2016/1/4,2270.46,3469.07,6983.4
2016/1/5,2288.11,3478.78,6889.74
2016/1/6,2317.65,3539.81,7065.61
2016/1/7,2180.59,3294.38,6462.24
2016/1/8,2219.61,3361.56,6570.43
2016/1/11,2120.23,3192.45,6128.66
2016/1/12,2131.37,3215.71,6136.66
2016/1/13,2105.51,3155.88,5924.04
2016/1/14,2132.08,3221.57,6124.82
2016/1/15,2070.93,3118.73,5893.68
2016/1/18,2069.27,3130.73,5978.91
2016/1/19,2128.57,3223.13,6197.09
2016/1/20,2088.72,3174.38,6138.5
2016/1/21,2040.98,3081.35,5886.88
2016/1/22,2061.96,3113.46,5980.61
2016/1/25,2065.44,3128.89,6041.33
2016/1/26,1951.61,2940.51,5589.31
2016/1/27,1953.46,2930.35,5514.19
2016/1/28,1912.72,2853.76,5271.23
2016/1/29,1973.01,2946.09,5469.13
2016/2/1,1937.07,2901.05,5399.48
2016/2/2,1969.62,2961.33,5586.63
2016/2/3,1952.37,2948.64,5610.17
2016/2/4,1974.24,2984.76,5721.49
2016/2/5,1967.26,2963.79,5664.2
2016/2/15,1948.28,2946.71,5668.04
2016/2/16,2000.9,3037.04,5902.53
2016/2/17,2014.44,3063.32,5971.41
2016/2/18,2009.27,3053.7,5957.13
2016/2/19,2004.11,3051.59,5979.52
2016/2/22,2053.86,3118.87,6103.72
2016/2/23,2029.52,3089.36,6070.5
2016/2/24,2041.39,3109.55,6111.04
2016/2/25,1932.6,2918.75,5626.05
2016/2/26,1955.4,2948.03,5648.94
2016/2/29,1944.61,2877.47,5350.43
2016/3/1,1973.19,2930.69,5473.63
2016/3/2,2043.41,3051.33,5753.15
2016/3/3,2053.27,3058.42,5776.98
2016/3/4,2122.27,3093.89,5621.56
2016/3/7,2107.67,3104.84,5752.55
2016/3/8,2115.16,3107.67,5764.33
2016/3/9,2111.92,3071.91,5617.04
2016/3/10,2061.45,3013.15,5521.95
2016/3/11,2070.72,3018.28,5508.98
2016/3/14,2078.41,3065.69,5690.59
2016/3/15,2101.12,3074.78,5639.8
2016/3/16,2136.13,3090.03,5562.8
2016/3/17,2131.48,3124.2,5745.98
2016/3/18,2141.18,3171.96,5949.26
2016/3/21,2193.39,3249.44,6099.48
2016/3/22,2173.26,3225.79,6075.49
2016/3/23,2175.28,3236.09,6118.97
2016/3/24,2137.59,3181.85,6018.42
2016/3/25,2149.2,3197.82,6077.43
2016/3/28,2123.03,3169.73,6037.78
2016/3/29,2106.86,3135.41,5921.87
2016/3/30,2157.53,3216.28,6137.5
2016/3/31,2156.54,3218.09,6155.81
2016/4/1,2167.78,3221.89,6124.53
2016/4/5,2180.26,3264.49,6286.58
2016/4/6,2168.04,3257.53,6323.43
2016/4/7,2139.4,3209.29,6228.97
2016/4/8,2123.8,3185.73,6168.74
2016/4/11,2148.44,3230.1,6304.3
2016/4/12,2143.9,3218.45,6252.77
2016/4/13,2171.32,3261.38,6344.23
2016/4/14,2178.87,3275.83,6401.85
2016/4/15,2182.07,3272.21,6384.35
2016/4/18,2158.23,3228.45,6281.2
2016/4/19,2163.61,3238.3,6308.23
2016/4/20,2154.89,3181.03,6022.21
2016/4/21,2147.72,3160.6,5970.68
2016/4/22,2157.72,3174.9,6011.32
2016/4/25,2148.28,3162.03,5978.08
2016/4/26,2155.79,3179.16,6046.77
2016/4/27,2145.38,3165.92,6016.7
2016/4/28,2142.06,3160.58,5990.33
2016/4/29,2135.51,3156.75,5985.59
2016/5/3,2158.27,3213.54,6167.45
2016/5/4,2152.93,3209.46,6169.78
2016/5/5,2152.88,3213.92,6203.82
2016/5/6,2107.01,3130.35,5961.49
2016/5/9,2072.47,3065.62,5743.65
2016/5/10,2072.38,3069.11,5738.9
2016/5/11,2078.41,3082.81,5723.41
2016/5/12,2084.84,3090.14,5726.46
2016/5/13,2076.19,3074.94,5714.31
2016/5/16,2082.62,3095.31,5812.54
2016/5/17,2075.47,3086.02,5790.34
2016/5/18,2078.76,3068.04,5631.19
2016/5/19,2073.8,3062.5,5666.73
2016/5/20,2083.12,3078.22,5732.9
2016/5/23,2082.41,3087.22,5809.48
2016/5/24,2066.64,3063.56,5743.18
2016/5/25,2071.91,3059.23,5715.18
2016/5/26,2076.14,3064.21,5744.39
2016/5/27,2074.92,3062.5,5739.59
2016/5/30,2092.16,3066.71,5711.32
2016/5/31,2155.66,3169.56,5947.32
2016/6/1,2138.96,3160.55,5973.78
2016/6/2,2137.65,3167.1,6013.89
2016/6/3,2152.64,3189.33,6032.6
2016/6/6,2136.32,3178.79,6051.86
2016/6/7,2139.07,3177.05,6045.36
2016/6/8,2132.96,3163.99,6023.88
2016/6/13,2084.3,3066.34,5746.44
2016/6/14,2095.02,3075.98,5762.76
2016/6/15,2106.63,3116.37,5952.85
2016/6/16,2094.81,3094.67,5930.55
2016/6/17,2102.2,3110.36,5964.27
2016/6/20,2104.22,3112.67,5985.57
2016/6/21,2104.56,3106.32,5916.8
2016/6/22,2115.77,3133.96,6008.89
2016/6/23,2105.53,3117.32,5978.17
2016/6/24,2076.3,3077.16,5903.62
2016/6/27,2095.89,3120.54,6044.22
2016/6/28,2102.05,3136.4,6107.51
2016/6/29,2122.97,3151.39,6120.2
2016/6/30,2122.63,3153.92,6123.49
2016/7/1,2127.09,3154.2,6111.54
2016/7/4,2163.29,3204.7,6231.88
2016/7/5,2168.86,3207.38,6269.5
2016/7/6,2167.1,3216.8,6297.4
2016/7/7,2166.88,3209.95,6319.79
2016/7/8,2148.76,3192.28,6299.85
2016/7/11,2155.72,3203.33,6312.5
2016/7/12,2200.35,3273.18,6395.14
2016/7/13,2197.79,3282.87,6446.56
2016/7/14,2195.23,3276.76,6455.58
2016/7/15,2192.39,3276.28,6441.02
2016/7/18,2187.98,3262.02,6412.07
2016/7/19,2175.4,3248.23,6431.94
2016/7/20,2167.12,3237.61,6417.92
2016/7/21,2177.78,3252.52,6442.71
2016/7/22,2157.23,3225.16,6390.93
2016/7/25,2159.55,3230.89,6408.78
2016/7/26,2182.51,3269.59,6494.47
2016/7/27,2173.97,3218.24,6229.29
2016/7/28,2163.81,3221.14,6243.29
2016/7/29,2155.24,3203.93,6202.89
2016/8/1,2147.56,3176.81,6109.28
2016/8/2,2148.45,3189.05,6168.51
2016/8/3,2145.79,3193.51,6198.39
2016/8/4,2143.84,3201.29,6238.23
2016/8/5,2148.68,3205.11,6203.29
2016/8/8,2159.67,3234.18,6290.76
2016/8/9,2175.35,3256.98,6341.55
2016/8/10,2170.1,3243.34,6318.27
2016/8/11,2177.06,3233.36,6226.31
2016/8/12,2222.49,3294.23,6299.09
2016/8/15,2287.66,3393.42,6442.53
2016/8/16,2257.7,3378.25,6468.89
2016/8/17,2253.74,3373.05,6488.36
2016/8/18,2244.72,3364.49,6490.41
2016/8/19,2249.34,3365.02,6499.55
2016/8/22,2237.13,3336.79,6420.35
2016/8/23,2241.95,3341.83,6428.7
2016/8/24,2232.21,3329.86,6435.06
2016/8/25,2222.15,3308.97,6382.57
2016/8/26,2219.31,3307.09,6410.73
2016/8/29,2214.26,3307.78,6427.53
2016/8/30,2224.06,3311.99,6425.75
2016/8/31,2232.71,3327.79,6434.21
2016/9/1,2220.4,3301.58,6381.48
2016/9/2,2229.89,3314.11,6356.95
2016/9/5,2228.72,3319.68,6391.79
2016/9/6,2232.45,3342.63,6492.97
2016/9/7,2236.55,3340.82,6494.32
2016/9/8,2236.63,3339.56,6517.98
2016/9/9,2229.31,3318.04,6471.05
2016/9/12,2199.98,3262.6,6291.64
2016/9/13,2193.19,3260.33,6320.03
2016/9/14,2176.52,3238.73,6278.16
2016/9/19,2189.46,3263.12,6344.18
2016/9/20,2184.21,3257.4,6342.03
2016/9/21,2187.15,3266.64,6343.75
2016/9/22,2200.7,3291.12,6385.64
2016/9/23,2196.29,3275.67,6370.58
2016/9/26,2167.26,3220.28,6241.52
2016/9/27,2176.45,3240.75,6286.91
2016/9/28,2166.72,3230.89,6281.28
2016/9/29,2175.37,3244.39,6298.79
2016/9/30,2177.35,3253.28,6328.09
2016/10/10,2202.87,3293.87,6447.69
2016/10/11,2209.23,3306.56,6486.43
2016/10/12,2201,3300.01,6482.74
2016/10/13,2202.12,3302.65,6484.83
2016/10/14,2209.81,3305.85,6469.49
2016/10/17,2192.88,3277.88,6413.15
2016/10/18,2222.78,3321.33,6509.28
2016/10/19,2221.53,3316.24,6495.26
2016/10/20,2223.42,3318.6,6498.24
2016/10/21,2240.75,3327.74,6475.28
2016/10/24,2270.95,3367.58,6539.47
2016/10/25,2266.17,3367.45,6563.35
2016/10/26,2257.12,3354.8,6530.39
2016/10/27,2250.26,3345.7,6517.36
2016/10/28,2253.8,3340.13,6455.83
2016/10/31,2250.47,3336.28,6452.21
2016/11/1,2263.48,3359.05,6507.95
2016/11/2,2244.74,3333.35,6455.13
2016/11/3,2273.63,3365.09,6483.73
2016/11/4,2271.93,3354.17,6462.59
2016/11/7,2276.95,3356.59,6468.82
2016/11/8,2282.42,3371.12,6503.18
2016/11/9,2263.92,3353.05,6453.57
2016/11/10,2289.45,3390.61,6536.97
2016/11/11,2308.43,3417.22,6583.89
2016/11/14,2317.77,3430.25,6615.01
2016/11/15,2310.9,3429.87,6640.46
2016/11/16,2309.94,3429.59,6644.19
2016/11/17,2316.72,3436.54,6636.47
2016/11/18,2307.27,3417.46,6602.33
2016/11/21,2334.68,3441.11,6611.54
2016/11/22,2353,3468.36,6661.25
2016/11/23,2360.34,3474.73,6631.17
2016/11/24,2368.73,3488.74,6623.05
2016/11/25,2393.95,3521.3,6652.82
2016/11/28,2403.14,3535.08,6670.8
2016/11/29,2441.58,3564.04,6620.79
2016/11/30,2419.41,3538,6585.58
2016/12/1,2431.31,3565.04,6624.47
2016/12/2,2416.51,3528.95,6520.97
2016/12/5,2375.26,3469.41,6486.02
2016/12/6,2368.68,3459.15,6490.89
2016/12/7,2376.92,3475.75,6558.02
2016/12/8,2379,3470.14,6527.43
2016/12/9,2411.31,3493.7,6513.92
2016/12/12,2387.16,3409.18,6249.08
2016/12/13,2372.93,3405.04,6278.18
2016/12/14,2360.38,3378.95,6239.5
2016/12/15,2309.82,3340.43,6280.4
2016/12/16,2302.32,3346.03,6318.52
2016/12/19,2291.38,3328.98,6320.73
2016/12/20,2279.68,3309.06,6300.64
2016/12/21,2297.37,3338.54,6347.61
2016/12/22,2292.04,3335.67,6341.79
2016/12/23,2278.48,3307.6,6282
2016/12/26,2294.71,3322.4,6294.75
2016/12/27,2286.96,3316.39,6288.86
2016/12/28,2277.18,3301.89,6270.24
2016/12/29,2275.11,3297.76,6252.61
2016/12/30,2286.9,3310.08,6263.63
2017/1/3,2307.89,3342.23,6320.76
2017/1/4,2322.21,3368.31,6394.67
2017/1/5,2322.68,3367.79,6399.28
2017/1/6,2308.94,3347.67,6371.62
2017/1/9,2318.34,3363.9,6415.42
2017/1/10,2312.6,3358.27,6393.93
2017/1/11,2300.47,3334.5,6331.96
2017/1/12,2295.4,3317.62,6272.85
2017/1/13,2308.06,3319.91,6194.66
2017/1/16,2337.39,3319.45,6031.24
2017/1/17,2329.6,3326.36,6082.07
2017/1/18,2342.78,3339.37,6068.59
2017/1/19,2334.96,3329.29,6043.68
2017/1/20,2347.18,3354.89,6122
2017/1/23,2347.1,3364.08,6172.17
2017/1/24,2352.42,3364.45,6165.26
2017/1/25,2358.7,3375.9,6179.57
2017/1/26,2364.02,3387.96,6223.71
2017/2/3,2339.99,3364.49,6207.09
2017/2/6,2343.97,3373.21,6259.25
2017/2/7,2337.53,3365.68,6255.93
2017/2/8,2346.43,3383.29,6291.6
2017/2/9,2354.9,3396.29,6331.18
2017/2/10,2368.18,3413.49,6337.11
2017/2/13,2379.31,3436.28,6369.65
2017/2/14,2373.51,3435.8,6374.89
2017/2/15,2372.19,3421.71,6311.7
2017/2/16,2376.76,3440.93,6359.34
2017/2/17,2362.71,3421.44,6307.16
2017/2/20,2394.12,3471.39,6385.06
2017/2/21,2396.88,3482.82,6434.44
2017/2/22,2398.19,3489.76,6474.23
2017/2/23,2387.42,3473.32,6473.99
2017/2/24,2389.88,3473.85,6476.17
2017/2/27,2370.56,3446.22,6424.25
2017/2/28,2370.71,3452.81,6450.97
2017/3/1,2371.93,3458.44,6467.64
2017/3/2,2354.91,3435.1,6434.63
2017/3/3,2347.15,3427.86,6452.84
2017/3/6,2349.89,3446.48,6517.32
2017/3/7,2356.29,3453.96,6523.19
2017/3/8,2358.07,3448.73,6497.09
2017/3/9,2346.55,3426.94,6439.38
2017/3/10,2339.23,3427.89,6447.92
2017/3/13,2354.89,3458.1,6507.9
2017/3/14,2354.9,3456.69,6493.48
2017/3/15,2357.31,3463.64,6486.06
2017/3/16,2369.19,3481.51,6543.34
2017/3/17,2346.96,3445.81,6483.25
2017/3/20,2350.07,3449.61,6498.34
2017/3/21,2357.14,3466.35,6515.95
2017/3/22,2338.55,3450.05,6499.79
2017/3/23,2347.43,3461.98,6512.19
2017/3/24,2365.6,3489.6,6546.62
2017/3/27,2364.43,3478.04,6516.03
2017/3/28,2356.31,3469.81,6498.69
